NORRBECK INSTRUMENTS - EXPENSE LEDGER, JANUARY-JUNE 2025
Amounts are in the original currency of the claim. Negative amounts are reversal entries.

TXN        | Date       | Employee | Amount       | Cur | Category  | Status   | Note
TXN-00405 | 2025-03-28 | E-1008   |     1,437.28 | EUR | SOFTWARE  | APPROVED |
TXN-00420 | 2025-03-28 | E-1001   |       630.01 | CHF | CONF      | REJECTED |
TXN-00468 | 2025-03-28 | E-1020   |     4,000.67 | EUR | EQUIPMENT | APPROVED |
TXN-00484 | 2025-03-28 | E-1063   |       118.00 | USD | MEALS     | APPROVED |
TXN-00387 | 2025-03-29 | E-1088   |       975.94 | EUR | TRAVEL    | APPROVED |
TXN-00463 | 2025-03-29 | E-1030   |       336.60 | GBP | CONF      | REJECTED |
TXN-00478 | 2025-03-29 | E-1016   |       251.24 | EUR | SUPPLIES  | APPROVED |
TXN-00530 | 2025-03-29 | E-1031   |     1,607.37 | GBP | SOFTWARE  | APPROVED |
TXN-00569 | 2025-03-29 | E-1025   |     2,637.16 | EUR | EQUIPMENT | APPROVED |
TXN-00570 | 2025-03-29 | E-1045   |     9,877.61 | GBP | EQUIPMENT | APPROVED |
TXN-00407 | 2025-03-30 | E-1022   |       108.44 | EUR | SUPPLIES  | APPROVED |
TXN-00451 | 2025-03-30 | E-1076   |     3,257.49 | EUR | EQUIPMENT | APPROVED |
TXN-00492 | 2025-03-30 | E-1016   |       101.63 | CHF | MEALS     | APPROVED |
TXN-00525 | 2025-03-30 | E-1016   |       407.26 | GBP | SUPPLIES  | REJECTED |
TXN-00527 | 2025-03-30 | E-1038   |     1,926.27 | GBP | CONF      | PENDING  |
TXN-00547 | 2025-03-30 | E-1061   |     1,235.48 | EUR | EQUIPMENT | PENDING  |
TXN-00554 | 2025-03-30 | E-1087   |       353.08 | GBP | SOFTWARE  | APPROVED |
TXN-00575 | 2025-04-01 | E-1077   |     4,659.86 | EUR | EQUIPMENT | APPROVED |
TXN-00598 | 2025-04-01 | E-1017   |       475.45 | GBP | TRAINING  | REJECTED |
TXN-00631 | 2025-04-01 | E-1008   |       145.26 | EUR | SUPPLIES  | APPROVED |
TXN-00642 | 2025-04-01 | E-1014   |       395.68 | GBP | SUPPLIES  | APPROVED |
TXN-00646 | 2025-04-01 | E-1068   |       316.05 | EUR | SUPPLIES  | APPROVED |
TXN-00682 | 2025-04-01 | E-1063   |     1,228.20 | CHF | CONF      | APPROVED |
TXN-00698 | 2025-04-01 | E-1047   |     3,662.12 | GBP | EQUIPMENT | REJECTED |
TXN-00700 | 2025-04-01 | E-1025   |       333.93 | EUR | SUPPLIES  | APPROVED |
TXN-00717 | 2025-04-01 | E-1083   |     1,462.40 | EUR | TRAVEL    | APPROVED |
TXN-00730 | 2025-04-01 | E-1009   |     2,458.36 | GBP | EQUIPMENT | APPROVED |
TXN-00751 | 2025-04-01 | E-1023   |       891.05 | GBP | TRAINING  | APPROVED |
TXN-00590 | 2025-04-02 | E-1083   |       471.65 | USD | TRAVEL    | APPROVED |
TXN-00602 | 2025-04-02 | E-1051   |     5,506.72 | GBP | EQUIPMENT | REJECTED |
TXN-00617 | 2025-04-02 | E-1041   |       149.94 | EUR | MEALS     | APPROVED |
TXN-00618 | 2025-04-02 | E-1066   |     1,555.74 | CHF | SOFTWARE  | APPROVED |
TXN-00653 | 2025-04-02 | E-1073   |     4,270.73 | EUR | EQUIPMENT | APPROVED |
TXN-00733 | 2025-04-02 | E-1084   |     1,557.31 | EUR | TRAINING  | APPROVED |
TXN-00757 | 2025-04-02 | E-1021   |       755.02 | EUR | SOFTWARE  | APPROVED |
TXN-00593 | 2025-04-03 | E-1045   |        52.03 | GBP | MEALS     | APPROVED |
TXN-00611 | 2025-04-03 | E-1068   |       321.80 | CHF | TRAVEL    | APPROVED |
TXN-00673 | 2025-04-03 | E-1014   |       233.33 | GBP | MEALS     | APPROVED |
TXN-00686 | 2025-04-03 | E-1029   |       374.63 | EUR | SUPPLIES  | APPROVED |
TXN-00690 | 2025-04-03 | E-1074   |       605.99 | EUR | TRAINING  | PENDING  |
TXN-00574 | 2025-04-04 | E-1092   |        54.99 | EUR | MEALS     | APPROVED |
TXN-00580 | 2025-04-04 | E-1092   |       250.99 | CHF | MEALS     | APPROVED |
TXN-00592 | 2025-04-04 | E-1066   |     1,480.82 | CHF | SOFTWARE  | APPROVED |
TXN-00616 | 2025-04-04 | E-1005   |     1,928.59 | EUR | CONF      | APPROVED |
TXN-00635 | 2025-04-04 | E-1039   |       109.47 | GBP | SUPPLIES  | PENDING  |
TXN-00652 | 2025-04-04 | E-1041   |       618.47 | EUR | TRAVEL    | APPROVED |
TXN-00660 | 2025-04-04 | E-1039   |       443.99 | CHF | CONF      | APPROVED |
TXN-00671 | 2025-04-04 | E-1096   |     1,368.98 | USD | TRAINING  | APPROVED |
TXN-00679 | 2025-04-04 | E-1096   |     1,226.94 | GBP | TRAINING  | REJECTED |
TXN-00677 | 2025-04-05 | E-1054   |     1,200.51 | EUR | CONF      | APPROVED |
TXN-00696 | 2025-04-05 | E-1036   |       323.41 | EUR | TRAVEL    | REJECTED |
TXN-00748 | 2025-04-05 | E-1030   |       935.57 | EUR | TRAINING  | APPROVED |
TXN-00583 | 2025-04-06 | E-1079   |     5,900.36 | EUR | EQUIPMENT | APPROVED |
TXN-00656 | 2025-04-06 | E-1076   |     1,551.11 | GBP | TRAINING  | APPROVED |
TXN-00678 | 2025-04-06 | E-1054   |     6,326.63 | EUR | EQUIPMENT | APPROVED |
TXN-00691 | 2025-04-06 | E-1013   |       223.84 | EUR | SUPPLIES  | APPROVED |
TXN-00716 | 2025-04-06 | E-1036   |     2,012.18 | EUR | SOFTWARE  | APPROVED |
TXN-00744 | 2025-04-06 | E-1001   |        98.60 | CHF | SUPPLIES  | APPROVED |
TXN-00571 | 2025-04-07 | E-1056   |     1,494.33 | GBP | SOFTWARE  | APPROVED |
TXN-00614 | 2025-04-07 | E-1008   |     1,087.02 | CHF | TRAINING  | APPROVED |
TXN-00630 | 2025-04-07 | E-1036   |        50.71 | EUR | SUPPLIES  | APPROVED |
TXN-00643 | 2025-04-07 | E-1089   |        98.97 | GBP | MEALS     | APPROVED |
TXN-00683 | 2025-04-07 | E-1096   |        81.46 | GBP | MEALS     | REJECTED |
TXN-00702 | 2025-04-07 | E-1068   |       773.96 | EUR | CONF      | APPROVED |
TXN-00729 | 2025-04-07 | E-1091   |       236.65 | EUR | MEALS     | PENDING  |
TXN-01220 | 2025-04-07 | E-1023   |      -891.05 | GBP | TRAINING  | APPROVED | reversal of TXN-00751
TXN-00639 | 2025-04-08 | E-1012   |       259.89 | EUR | MEALS     | APPROVED |
TXN-00649 | 2025-04-08 | E-1091   |     2,140.53 | EUR | SOFTWARE  | APPROVED |
TXN-00708 | 2025-04-08 | E-1050   |       222.41 | EUR | SUPPLIES  | APPROVED |
TXN-00713 | 2025-04-08 | E-1080   |       478.42 | GBP | TRAINING  | APPROVED |
TXN-00754 | 2025-04-08 | E-1061   |       200.19 | EUR | SUPPLIES  | REJECTED |
TXN-00573 | 2025-04-09 | E-1006   |       448.98 | EUR | SOFTWARE  | PENDING  |
TXN-00608 | 2025-04-09 | E-1066   |       103.31 | EUR | MEALS     | APPROVED |
TXN-00619 | 2025-04-09 | E-1061   |        79.74 | CHF | MEALS     | APPROVED |
TXN-00651 | 2025-04-09 | E-1081   |       265.71 | USD | SUPPLIES  | REJECTED |
TXN-00670 | 2025-04-09 | E-1086   |       577.99 | USD | TRAVEL    | PENDING  |
TXN-00742 | 2025-04-09 | E-1096   |     1,694.52 | EUR | TRAINING  | PENDING  |
TXN-00756 | 2025-04-09 | E-1006   |     1,224.48 | GBP | EQUIPMENT | APPROVED |
TXN-01223 | 2025-04-09 | E-1009   |    -2,458.36 | GBP | EQUIPMENT | APPROVED | reversal of TXN-00730
TXN-00572 | 2025-04-10 | E-1056   |       818.90 | GBP | SOFTWARE  | APPROVED |
TXN-00637 | 2025-04-10 | E-1049   |       113.56 | USD | SUPPLIES  | APPROVED |
TXN-00650 | 2025-04-10 | E-1096   |       238.31 | USD | SUPPLIES  | APPROVED |
TXN-00657 | 2025-04-10 | E-1016   |     2,455.18 | EUR | SOFTWARE  | PENDING  |
TXN-00699 | 2025-04-10 | E-1026   |       106.33 | EUR | SUPPLIES  | APPROVED |
TXN-00738 | 2025-04-10 | E-1002   |     3,134.77 | USD | EQUIPMENT | APPROVED |
TXN-00587 | 2025-04-11 | E-1007   |     1,930.75 | USD | CONF      | APPROVED |
TXN-00627 | 2025-04-11 | E-1067   |       428.88 | EUR | SUPPLIES  | APPROVED |
TXN-00647 | 2025-04-11 | E-1071   |     1,499.35 | EUR | TRAVEL    | APPROVED |
TXN-00668 | 2025-04-11 | E-1016   |       965.88 | EUR | TRAINING  | APPROVED |
TXN-00731 | 2025-04-11 | E-1001   |       242.64 | EUR | MEALS     | APPROVED |
TXN-00645 | 2025-04-12 | E-1054   |       668.27 | EUR | CONF      | APPROVED |
TXN-00674 | 2025-04-12 | E-1059   |     1,003.25 | USD | TRAINING  | APPROVED |
TXN-00685 | 2025-04-12 | E-1007   |     8,274.47 | EUR | EQUIPMENT | APPROVED |
TXN-00704 | 2025-04-12 | E-1015   |     1,272.22 | EUR | TRAVEL    | APPROVED |
TXN-00752 | 2025-04-12 | E-1061   |     2,647.08 | CHF | EQUIPMENT | PENDING  |
TXN-00577 | 2025-04-13 | E-1011   |       607.24 | EUR | TRAINING  | APPROVED |
TXN-00605 | 2025-04-13 | E-1058   |       273.12 | EUR | MEALS     | APPROVED |
TXN-00676 | 2025-04-13 | E-1080   |       262.60 | USD | SUPPLIES  | APPROVED |
TXN-00736 | 2025-04-13 | E-1050   |     6,148.44 | EUR | EQUIPMENT | APPROVED |
TXN-00596 | 2025-04-14 | E-1091   |     1,117.38 | EUR | TRAINING  | APPROVED |
TXN-00632 | 2025-04-14 | E-1090   |        37.62 | CHF | MEALS     | APPROVED |
TXN-00655 | 2025-04-14 | E-1043   |       219.78 | EUR | MEALS     | REJECTED |
TXN-00701 | 2025-04-14 | E-1036   |       604.81 | EUR | TRAVEL    | APPROVED |
TXN-00719 | 2025-04-14 | E-1085   |     1,443.16 | EUR | EQUIPMENT | REJECTED |
TXN-01210 | 2025-04-14 | E-1005   |    -1,928.59 | EUR | CONF      | APPROVED | reversal of TXN-00616
TXN-00576 | 2025-04-15 | E-1033   |       809.49 | EUR | TRAVEL    | APPROVED |
TXN-00578 | 2025-04-15 | E-1069   |     5,690.05 | EUR | EQUIPMENT | APPROVED |
TXN-00581 | 2025-04-15 | E-1046   |     2,454.22 | EUR | EQUIPMENT | APPROVED |
TXN-00589 | 2025-04-15 | E-1042   |       511.39 | CHF | TRAINING  | APPROVED |
TXN-00612 | 2025-04-15 | E-1048   |       757.73 | EUR | CONF      | APPROVED |
TXN-00620 | 2025-04-15 | E-1041   |       218.53 | GBP | MEALS     | PENDING  |
TXN-00621 | 2025-04-15 | E-1056   |     5,167.81 | EUR | EQUIPMENT | APPROVED |
TXN-00707 | 2025-04-15 | E-1005   |     3,686.69 | GBP | EQUIPMENT | APPROVED |
TXN-00732 | 2025-04-15 | E-1039   |     2,037.42 | EUR | TRAINING  | APPROVED |
TXN-00734 | 2025-04-15 | E-1021   |       904.17 | EUR | CONF      | APPROVED |
TXN-00737 | 2025-04-15 | E-1048   |       272.60 | USD | TRAVEL    | APPROVED |
TXN-00579 | 2025-04-16 | E-1017   |     6,284.47 | EUR | EQUIPMENT | REJECTED |
TXN-00588 | 2025-04-16 | E-1052   |       793.96 | EUR | TRAINING  | PENDING  |
TXN-00591 | 2025-04-16 | E-1046   |       560.09 | CHF | SOFTWARE  | REJECTED |
TXN-00594 | 2025-04-16 | E-1095   |       146.59 | USD | MEALS     | APPROVED |
TXN-00654 | 2025-04-16 | E-1041   |       975.22 | GBP | TRAINING  | APPROVED |
TXN-00687 | 2025-04-16 | E-1060   |     1,908.28 | CHF | SOFTWARE  | APPROVED |
TXN-00692 | 2025-04-16 | E-1016   |     1,369.32 | EUR | TRAINING  | APPROVED |
TXN-00721 | 2025-04-16 | E-1016   |       292.73 | EUR | TRAINING  | APPROVED |
TXN-00722 | 2025-04-16 | E-1074   |       251.06 | EUR | SUPPLIES  | APPROVED |
TXN-00735 | 2025-04-16 | E-1095   |       234.22 | CHF | TRAVEL    | APPROVED |
TXN-00739 | 2025-04-16 | E-1075   |       312.74 | USD | SUPPLIES  | REJECTED |
TXN-00582 | 2025-04-17 | E-1053   |       216.46 | CHF | TRAVEL    | APPROVED |
TXN-00659 | 2025-04-17 | E-1056   |     2,371.81 | EUR | SOFTWARE  | PENDING  |
TXN-00680 | 2025-04-17 | E-1046   |       171.28 | EUR | MEALS     | APPROVED |
TXN-00715 | 2025-04-17 | E-1096   |       249.31 | EUR | MEALS     | APPROVED |
TXN-00723 | 2025-04-17 | E-1046   |        87.65 | USD | SUPPLIES  | APPROVED |
TXN-00604 | 2025-04-18 | E-1016   |     4,410.25 | EUR | EQUIPMENT | APPROVED |
TXN-00633 | 2025-04-18 | E-1062   |     2,077.42 | EUR | EQUIPMENT | APPROVED |
TXN-00662 | 2025-04-18 | E-1095   |     1,600.59 | EUR | TRAINING  | PENDING  |
TXN-00689 | 2025-04-18 | E-1071   |     5,303.55 | USD | EQUIPMENT | APPROVED |
TXN-00750 | 2025-04-18 | E-1056   |     4,535.00 | EUR | EQUIPMENT | APPROVED |
TXN-01196 | 2025-04-18 | E-1050   |      -222.41 | EUR | SUPPLIES  | APPROVED | reversal of TXN-00708
TXN-00661 | 2025-04-19 | E-1049   |     1,270.28 | EUR | TRAINING  | APPROVED |
TXN-00675 | 2025-04-19 | E-1083   |        88.44 | GBP | SUPPLIES  | APPROVED |
TXN-00712 | 2025-04-19 | E-1059   |       189.23 | USD | TRAVEL    | APPROVED |
TXN-00666 | 2025-04-20 | E-1066   |     1,387.09 | USD | TRAVEL    | APPROVED |
TXN-00694 | 2025-04-20 | E-1062   |     1,137.63 | CHF | TRAVEL    | APPROVED |
TXN-00706 | 2025-04-20 | E-1050   |       199.47 | USD | MEALS     | APPROVED |
TXN-00711 | 2025-04-20 | E-1034   |     1,364.50 | USD | SOFTWARE  | APPROVED |
TXN-00714 | 2025-04-20 | E-1096   |     1,871.27 | USD | CONF      | APPROVED |
TXN-00720 | 2025-04-20 | E-1026   |       305.12 | EUR | SOFTWARE  | APPROVED |
TXN-00725 | 2025-04-20 | E-1009   |       614.36 | USD | CONF      | APPROVED |
TXN-00726 | 2025-04-20 | E-1026   |       677.55 | EUR | CONF      | APPROVED |
TXN-01201 | 2025-04-20 | E-1042   |      -511.39 | CHF | TRAINING  | APPROVED | reversal of TXN-00589
TXN-00586 | 2025-04-21 | E-1010   |       145.53 | EUR | SUPPLIES  | APPROVED |
TXN-00606 | 2025-04-21 | E-1061   |       509.78 | USD | SOFTWARE  | APPROVED |
TXN-00615 | 2025-04-21 | E-1002   |       674.85 | EUR | TRAINING  | PENDING  |
TXN-00636 | 2025-04-21 | E-1010   |       458.65 | EUR | CONF      | APPROVED |
TXN-00728 | 2025-04-21 | E-1086   |       406.39 | EUR | SUPPLIES  | APPROVED |
TXN-00749 | 2025-04-21 | E-1031   |       155.59 | CHF | SUPPLIES  | APPROVED |
TXN-00584 | 2025-04-22 | E-1023   |       519.87 | CHF | TRAVEL    | APPROVED |
TXN-00634 | 2025-04-22 | E-1063   |     5,084.98 | CHF | EQUIPMENT | APPROVED |
TXN-00724 | 2025-04-22 | E-1014   |       679.82 | CHF | TRAVEL    | APPROVED |
TXN-00595 | 2025-04-23 | E-1032   |       179.25 | CHF | SUPPLIES  | APPROVED |
TXN-00613 | 2025-04-23 | E-1066   |       933.25 | CHF | TRAVEL    | APPROVED |
TXN-00626 | 2025-04-23 | E-1028   |       426.94 | CHF | TRAVEL    | APPROVED |
TXN-00629 | 2025-04-23 | E-1085   |        98.80 | EUR | SUPPLIES  | APPROVED |
TXN-00709 | 2025-04-23 | E-1005   |        42.53 | EUR | MEALS     | APPROVED |
TXN-00753 | 2025-04-23 | E-1031   |     1,289.54 | EUR | CONF      | APPROVED |
TXN-00758 | 2025-04-23 | E-1060   |     9,582.59 | GBP | EQUIPMENT | APPROVED |
TXN-00597 | 2025-04-24 | E-1081   |       324.97 | EUR | TRAINING  | APPROVED |
TXN-00600 | 2025-04-24 | E-1086   |       247.43 | EUR | SUPPLIES  | APPROVED |
TXN-00667 | 2025-04-24 | E-1068   |        82.45 | EUR | MEALS     | APPROVED |
TXN-00693 | 2025-04-24 | E-1046   |       304.48 | EUR | SOFTWARE  | APPROVED |
TXN-00697 | 2025-04-24 | E-1065   |     1,216.49 | EUR | TRAVEL    | APPROVED |
TXN-00703 | 2025-04-24 | E-1026   |     1,078.48 | USD | CONF      | APPROVED |
TXN-00740 | 2025-04-24 | E-1041   |     1,664.84 | EUR | TRAINING  | REJECTED |
TXN-00743 | 2025-04-24 | E-1076   |        50.77 | EUR | MEALS     | APPROVED |
TXN-00601 | 2025-04-25 | E-1055   |     1,079.25 | CHF | SOFTWARE  | APPROVED |
TXN-00603 | 2025-04-25 | E-1089   |     1,862.28 | GBP | SOFTWARE  | APPROVED |
TXN-00638 | 2025-04-25 | E-1046   |       359.48 | USD | SOFTWARE  | APPROVED |
TXN-00648 | 2025-04-25 | E-1071   |       805.38 | CHF | SOFTWARE  | APPROVED |
TXN-00665 | 2025-04-25 | E-1036   |       300.23 | USD | SUPPLIES  | PENDING  |
TXN-00705 | 2025-04-25 | E-1054   |     1,172.38 | USD | CONF      | APPROVED |
TXN-00710 | 2025-04-25 | E-1081   |       167.95 | USD | MEALS     | APPROVED |
TXN-00747 | 2025-04-25 | E-1081   |       389.17 | GBP | SUPPLIES  | APPROVED |
TXN-00760 | 2025-04-25 | E-1016   |     9,226.99 | EUR | EQUIPMENT | APPROVED |
TXN-00599 | 2025-04-26 | E-1001   |     1,845.07 | EUR | TRAINING  | APPROVED |
TXN-00610 | 2025-04-26 | E-1062   |     1,029.39 | GBP | EQUIPMENT | PENDING  |
TXN-00640 | 2025-04-26 | E-1036   |       952.33 | CHF | TRAVEL    | APPROVED |
TXN-00658 | 2025-04-26 | E-1086   |       350.90 | EUR | TRAINING  | APPROVED |
TXN-00672 | 2025-04-26 | E-1061   |        71.65 | GBP | MEALS     | PENDING  |
TXN-00681 | 2025-04-26 | E-1031   |       702.55 | EUR | TRAINING  | APPROVED |
TXN-00695 | 2025-04-26 | E-1076   |     1,439.81 | EUR | TRAINING  | REJECTED |
TXN-00718 | 2025-04-26 | E-1002   |        93.17 | CHF | SUPPLIES  | APPROVED |
TXN-00607 | 2025-04-27 | E-1047   |       294.34 | EUR | SUPPLIES  | APPROVED |
TXN-00609 | 2025-04-27 | E-1043   |       488.18 | USD | TRAINING  | APPROVED |
TXN-00622 | 2025-04-27 | E-1067   |       209.60 | USD | SUPPLIES  | APPROVED |
TXN-00669 | 2025-04-27 | E-1021   |       192.89 | EUR | SUPPLIES  | PENDING  |
TXN-00688 | 2025-04-27 | E-1002   |     1,345.90 | EUR | SOFTWARE  | APPROVED |
TXN-00727 | 2025-04-27 | E-1095   |       186.42 | EUR | MEALS     | APPROVED |
TXN-00741 | 2025-04-27 | E-1071   |       253.58 | USD | TRAINING  | APPROVED |
TXN-00624 | 2025-04-28 | E-1033   |     1,275.98 | EUR | CONF      | APPROVED |
TXN-00663 | 2025-04-28 | E-1021   |     1,438.14 | EUR | TRAVEL    | APPROVED |
TXN-00684 | 2025-04-28 | E-1061   |       499.35 | CHF | CONF      | APPROVED |
TXN-00745 | 2025-04-28 | E-1053   |       312.43 | CHF | TRAVEL    | APPROVED |
TXN-00623 | 2025-04-29 | E-1061   |     1,114.47 | USD | CONF      | REJECTED |
TXN-00625 | 2025-04-29 | E-1049   |     3,962.71 | CHF | EQUIPMENT | APPROVED |
TXN-00664 | 2025-04-29 | E-1021   |     1,433.36 | USD | TRAINING  | APPROVED |
TXN-00585 | 2025-04-30 | E-1071   |     1,671.98 | USD | CONF      | APPROVED |
TXN-00628 | 2025-04-30 | E-1052   |     1,709.84 | CHF | TRAINING  | PENDING  |
TXN-00641 | 2025-04-30 | E-1006   |       833.72 | GBP | CONF      | APPROVED |
TXN-00644 | 2025-04-30 | E-1044   |       859.65 | EUR | CONF      | APPROVED |
TXN-00746 | 2025-04-30 | E-1095   |       247.66 | USD | SUPPLIES  | APPROVED |
TXN-00755 | 2025-04-30 | E-1006   |     1,390.00 | EUR | TRAINING  | APPROVED |
TXN-00759 | 2025-04-30 | E-1063   |       444.57 | USD | TRAVEL    | APPROVED |
TXN-00796 | 2025-05-01 | E-1071   |       316.53 | EUR | SUPPLIES  | APPROVED |
TXN-00820 | 2025-05-01 | E-1001   |       283.98 | EUR | MEALS     | APPROVED |
TXN-00917 | 2025-05-01 | E-1091   |       461.06 | CHF | TRAVEL    | APPROVED |
TXN-00945 | 2025-05-01 | E-1085   |       295.73 | USD | SUPPLIES  | APPROVED |
TXN-00867 | 2025-05-02 | E-1080   |     1,856.48 | USD | CONF      | APPROVED |
TXN-00886 | 2025-05-02 | E-1042   |       284.54 | GBP | MEALS     | APPROVED |
TXN-00912 | 2025-05-02 | E-1027   |        39.72 | USD | MEALS     | APPROVED |
TXN-00919 | 2025-05-02 | E-1086   |       146.30 | GBP | SUPPLIES  | APPROVED |
TXN-00773 | 2025-05-03 | E-1003   |     1,553.39 | GBP | CONF      | APPROVED |
TXN-00784 | 2025-05-03 | E-1011   |     2,253.55 | CHF | EQUIPMENT | APPROVED |
TXN-00789 | 2025-05-03 | E-1031   |       318.95 | USD | SUPPLIES  | REJECTED |
TXN-00884 | 2025-05-03 | E-1082   |     1,660.41 | GBP | CONF      | APPROVED |
TXN-00771 | 2025-05-04 | E-1041   |       232.10 | EUR | MEALS     | APPROVED |
TXN-00776 | 2025-05-04 | E-1067   |       955.18 | EUR | TRAVEL    | APPROVED |
TXN-00873 | 2025-05-04 | E-1027   |       105.65 | CHF | SUPPLIES  | APPROVED |
TXN-01217 | 2025-05-04 | E-1080   |    -1,856.48 | USD | CONF      | APPROVED | reversal of TXN-00867
TXN-00765 | 2025-05-05 | E-1096   |       286.05 | GBP | TRAVEL    | APPROVED |
TXN-00824 | 2025-05-05 | E-1032   |       583.96 | EUR | TRAINING  | APPROVED |
TXN-00860 | 2025-05-05 | E-1095   |       334.30 | EUR | TRAVEL    | APPROVED |
TXN-00870 | 2025-05-05 | E-1011   |     1,951.88 | CHF | TRAINING  | APPROVED |
TXN-00875 | 2025-05-05 | E-1045   |     2,285.88 | USD | SOFTWARE  | APPROVED |
TXN-00882 | 2025-05-05 | E-1061   |     8,314.91 | EUR | EQUIPMENT | APPROVED |
TXN-00916 | 2025-05-05 | E-1068   |        93.93 | EUR | SUPPLIES  | APPROVED |
TXN-00937 | 2025-05-05 | E-1076   |        77.55 | CHF | MEALS     | APPROVED |
TXN-00791 | 2025-05-06 | E-1084   |     2,164.98 | GBP | SOFTWARE  | APPROVED |
TXN-00830 | 2025-05-06 | E-1071   |     2,817.18 | CHF | EQUIPMENT | APPROVED |
TXN-00855 | 2025-05-06 | E-1089   |        67.42 | USD | MEALS     | APPROVED |
TXN-00879 | 2025-05-06 | E-1064   |       133.19 | CHF | SUPPLIES  | APPROVED |
TXN-00906 | 2025-05-06 | E-1006   |       385.87 | CHF | TRAINING  | APPROVED |
TXN-00942 | 2025-05-06 | E-1082   |     2,271.22 | EUR | SOFTWARE  | APPROVED |
TXN-01221 | 2025-05-06 | E-1076   |       -77.55 | CHF | MEALS     | APPROVED | reversal of TXN-00937
TXN-00785 | 2025-05-07 | E-1048   |       389.37 | EUR | TRAINING  | APPROVED |
TXN-00799 | 2025-05-07 | E-1024   |     1,031.47 | GBP | TRAINING  | APPROVED |
TXN-00816 | 2025-05-07 | E-1045   |     7,702.03 | EUR | EQUIPMENT | APPROVED |
TXN-00841 | 2025-05-07 | E-1056   |       555.86 | CHF | TRAINING  | APPROVED |
TXN-00857 | 2025-05-07 | E-1013   |       742.40 | USD | TRAVEL    | APPROVED |
TXN-00888 | 2025-05-07 | E-1048   |        80.91 | EUR | MEALS     | APPROVED |
TXN-00892 | 2025-05-07 | E-1054   |       427.95 | EUR | TRAINING  | APPROVED |
TXN-00761 | 2025-05-08 | E-1021   |     1,506.26 | EUR | SOFTWARE  | REJECTED |
TXN-00762 | 2025-05-08 | E-1026   |     1,471.35 | USD | CONF      | APPROVED |
TXN-00763 | 2025-05-08 | E-1017   |       269.10 | GBP | MEALS     | APPROVED |
TXN-00792 | 2025-05-08 | E-1066   |       227.46 | CHF | MEALS     | APPROVED |
TXN-00798 | 2025-05-08 | E-1021   |        94.23 | USD | SUPPLIES  | APPROVED |
TXN-00806 | 2025-05-08 | E-1049   |       110.25 | GBP | MEALS     | APPROVED |
TXN-00856 | 2025-05-08 | E-1027   |       193.85 | GBP | MEALS     | APPROVED |
TXN-00897 | 2025-05-08 | E-1015   |     1,089.19 | EUR | TRAINING  | REJECTED |
TXN-00918 | 2025-05-08 | E-1031   |       451.13 | EUR | TRAINING  | APPROVED |
TXN-00936 | 2025-05-08 | E-1066   |       274.52 | CHF | TRAVEL    | APPROVED |
TXN-00780 | 2025-05-09 | E-1011   |       470.29 | EUR | TRAINING  | APPROVED |
TXN-00781 | 2025-05-09 | E-1046   |     1,155.14 | USD | SOFTWARE  | APPROVED |
TXN-00807 | 2025-05-09 | E-1001   |     1,959.04 | CHF | EQUIPMENT | APPROVED |
TXN-00835 | 2025-05-09 | E-1030   |       199.15 | CHF | SUPPLIES  | PENDING  |
TXN-00838 | 2025-05-09 | E-1086   |       557.32 | EUR | SOFTWARE  | APPROVED |
TXN-00793 | 2025-05-10 | E-1017   |        69.91 | GBP | SUPPLIES  | APPROVED |
TXN-00803 | 2025-05-10 | E-1051   |     5,142.46 | USD | EQUIPMENT | APPROVED |
TXN-00826 | 2025-05-10 | E-1061   |       158.63 | EUR | SUPPLIES  | APPROVED |
TXN-00828 | 2025-05-10 | E-1087   |       262.75 | EUR | TRAINING  | APPROVED |
TXN-00850 | 2025-05-10 | E-1026   |       848.27 | USD | SOFTWARE  | APPROVED |
TXN-00868 | 2025-05-10 | E-1014   |     1,932.47 | USD | CONF      | APPROVED |
TXN-00899 | 2025-05-10 | E-1038   |       196.95 | USD | MEALS     | APPROVED |
TXN-00778 | 2025-05-11 | E-1091   |     1,978.66 | GBP | CONF      | APPROVED |
TXN-00786 | 2025-05-11 | E-1028   |     1,476.49 | EUR | TRAINING  | REJECTED |
TXN-00822 | 2025-05-11 | E-1076   |     1,626.31 | EUR | CONF      | APPROVED |
TXN-00843 | 2025-05-11 | E-1030   |       128.14 | EUR | SUPPLIES  | APPROVED |
TXN-00913 | 2025-05-11 | E-1016   |     1,787.23 | EUR | TRAINING  | APPROVED |
TXN-00925 | 2025-05-11 | E-1056   |     1,300.69 | CHF | EQUIPMENT | APPROVED |
TXN-00790 | 2025-05-12 | E-1077   |       216.76 | EUR | MEALS     | APPROVED |
TXN-00847 | 2025-05-12 | E-1091   |     1,935.39 | GBP | SOFTWARE  | APPROVED |
TXN-00861 | 2025-05-12 | E-1057   |        90.66 | CHF | MEALS     | PENDING  |
TXN-00866 | 2025-05-12 | E-1031   |       720.19 | CHF | SOFTWARE  | APPROVED |
TXN-00889 | 2025-05-12 | E-1011   |       764.23 | EUR | TRAVEL    | REJECTED |
TXN-00890 | 2025-05-12 | E-1004   |     5,947.28 | EUR | EQUIPMENT | APPROVED |
TXN-00910 | 2025-05-12 | E-1033   |     8,804.67 | EUR | EQUIPMENT | PENDING  |
TXN-00915 | 2025-05-12 | E-1026   |     1,608.96 | CHF | SOFTWARE  | APPROVED |
